customer_id,segment,country,city,first_order_date
187,Retail,Turkey,Kirkuk,2024-02-14
188,Enterprise,Iraq,Sulaymaniyah,2023-05-05
189,Enterprise,Turkey,Baghdad,2025-02-09
190,Retail,Iraq,Sulaymaniyah,2024-06-18
191,Enterprise,Jordan,Sulaymaniyah,2023-02-21
192,SMB,UAE,Erbil,2025-01-24
193,Retail,Jordan,Duhok,2025-02-21
194,Education,Jordan,Kirkuk,2025-06-28
195,Public Sector,Iraq,Sulaymaniyah,2025-07-22
196,Public Sector,Jordan,Basra,2025-07-17
197,Public Sector,Jordan,Kirkuk,2023-09-21
198,Public Sector,Iraq,Erbil,2023-04-18
199,Public Sector,UAE,Sulaymaniyah,2023-10-18
200,Public Sector,UAE,Kirkuk,2023-02-22
201,Retail,Turkey,Duhok,2023-12-31
202,Public Sector,Iraq,Basra,2024-08-02
203,Public Sector,Iraq,Kirkuk,2023-04-25
204,Enterprise,UAE,Erbil,2023-05-20
205,Enterprise,Jordan,Erbil,2025-12-06
206,Enterprise,Jordan,Erbil,2025-01-07
207,Public Sector,Turkey,Erbil,2025-04-25
208,Public Sector,Iraq,Duhok,2025-03-31
209,Education,Iraq,Kirkuk,2025-05-02
210,Retail,Jordan,Kirkuk,2023-07-03
211,Enterprise,UAE,Baghdad,2023-08-25
212,Public Sector,Jordan,Baghdad,2023-04-26
213,Education,Iraq,Erbil,2024-04-06
214,Retail,Iraq,Erbil,2024-03-24
215,Enterprise,Jordan,Baghdad,2025-10-22
216,Public Sector,Turkey,Duhok,2025-03-21
217,SMB,Turkey,Duhok,2023-02-18
218,Retail,Iraq,Erbil,2024-02-14
219,Education,Iraq,Baghdad,2024-04-15
220,Education,UAE,Erbil,2024-12-16
221,SMB,Turkey,Kirkuk,2023-12-03
222,Retail,Jordan,Baghdad,2023-01-16
223,Education,Turkey,Sulaymaniyah,2025-02-05
224,Education,UAE,Baghdad,2024-02-17
225,Education,Turkey,Sulaymaniyah,2024-02-05
226,Public Sector,Turkey,Duhok,2023-09-02
227,Public Sector,UAE,Erbil,2025-07-01
228,Education,UAE,Baghdad,2024-01-14
229,SMB,Iraq,Duhok,2023-08-07
230,Enterprise,Jordan,Kirkuk,2024-09-03
231,Enterprise,Turkey,Sulaymaniyah,2025-08-07
232,SMB,Jordan,Kirkuk,2024-05-31
233,Enterprise,Iraq,Sulaymaniyah,2023-01-26
234,Enterprise,Jordan,Sulaymaniyah,2024-02-27
235,Retail,UAE,Basra,2024-11-01
236,Retail,UAE,Kirkuk,2023-12-05
237,Retail,UAE,Kirkuk,2024-08-07
238,Enterprise,Iraq,Kirkuk,2023-08-08
239,SMB,Iraq,Kirkuk,2023-04-13
240,SMB,Turkey,Erbil,2024-09-13
241,Retail,UAE,Basra,2023-11-23
242,SMB,Iraq,Sulaymaniyah,2024-03-16
243,Enterprise,UAE,Basra,2025-02-02
244,SMB,Turkey,Duhok,2023-02-15
245,Public Sector,Iraq,Erbil,2024-09-10
246,Enterprise,Turkey,Duhok,2024-02-24
247,SMB,Iraq,Duhok,2023-12-24
248,SMB,Iraq,Erbil,2024-04-25
249,Retail,Turkey,Sulaymaniyah,2023-02-16
250,Education,UAE,Erbil,2023-11-10
251,Enterprise,Iraq,Duhok,2025-02-11
252,SMB,Iraq,Duhok,2025-06-04
253,Retail,UAE,Baghdad,2023-01-28
254,Education,Iraq,Basra,2023-05-10
255,Public Sector,Turkey,Basra,2025-09-08
256,Enterprise,Turkey,Erbil,2024-07-10
257,Enterprise,Jordan,Basra,2025-07-06
258,SMB,Iraq,Kirkuk,2025-06-10
259,Education,UAE,Baghdad,2023-04-07
260,Public Sector,Turkey,Erbil,2025-01-22
261,Retail,UAE,Kirkuk,2023-12-02
262,Public Sector,Turkey,Basra,2023-10-26
263,Public Sector,Turkey,Duhok,2023-12-23
264,Education,UAE,Sulaymaniyah,2025-08-15
265,Public Sector,Turkey,Baghdad,2025-10-09
266,Education,UAE,Sulaymaniyah,2025-06-03
267,SMB,Turkey,Baghdad,2024-11-12
268,Public Sector,UAE,Duhok,2023-12-03
269,SMB,Turkey,Kirkuk,2023-10-25
270,Education,Turkey,Kirkuk,2023-11-23
271,Education,Jordan,Baghdad,2025-03-22
272,SMB,UAE,Erbil,2025-10-23
273,Education,Iraq,Kirkuk,2023-08-01
274,Education,Iraq,Sulaymaniyah,2023-12-04
275,Enterprise,Turkey,Duhok,2023-08-28
276,Public Sector,Turkey,Kirkuk,2025-03-19
277,Education,UAE,Baghdad,2024-12-20
278,Retail,Iraq,Baghdad,2025-07-18
279,Enterprise,Jordan,Basra,2023-01-02
280,Education,Iraq,Duhok,2023-10-23
281,SMB,Turkey,Baghdad,2025-04-11
282,Public Sector,Jordan,Kirkuk,2023-07-17
283,Enterprise,Iraq,Erbil,2023-03-05
284,Public Sector,Iraq,Baghdad,2024-01-16
285,SMB,Iraq,Sulaymaniyah,2025-07-15
286,SMB,UAE,Sulaymaniyah,2025-04-05
287,SMB,Turkey,Sulaymaniyah,2025-03-05
288,Public Sector,Jordan,Sulaymaniyah,2025-05-27
289,Education,UAE,Basra,2023-03-27
290,Retail,Iraq,Duhok,2024-10-16
291,Public Sector,Iraq,Sulaymaniyah,2025-08-27
292,Retail,Iraq,Duhok,2024-12-19
293,Retail,Iraq,Duhok,2023-03-21
294,Retail,Iraq,Duhok,2024-05-31
295,Education,Iraq,Erbil,2024-05-17
296,SMB,UAE,Duhok,2024-11-21
297,Enterprise,UAE,Erbil,2024-10-23
298,Public Sector,UAE,Baghdad,2025-04-20
299,SMB,Iraq,Basra,2023-09-20
300,Education,Iraq,Kirkuk,2025-06-29
301,SMB,Jordan,Duhok,2024-07-16
302,Education,UAE,Kirkuk,2023-04-10
303,Public Sector,Iraq,Basra,2025-11-24
304,Retail,Jordan,Duhok,2024-08-23
305,Enterprise,Iraq,Sulaymaniyah,2024-11-09
306,Retail,Iraq,Basra,2023-11-14
307,SMB,Jordan,Duhok,2025-09-22
308,Enterprise,Iraq,Duhok,2023-12-28
309,Retail,Iraq,Sulaymaniyah,2024-01-10
310,Enterprise,Turkey,Basra,2025-10-07
311,Enterprise,UAE,Basra,2023-08-26
312,SMB,Jordan,Baghdad,2023-09-28
313,Education,Iraq,Duhok,2025-10-13
314,Public Sector,UAE,Erbil,2025-12-11
315,Public Sector,Iraq,Duhok,2025-08-28
316,SMB,Turkey,Duhok,2025-05-14
317,SMB,Iraq,Erbil,2024-06-22
318,Public Sector,UAE,Duhok,2025-11-04
319,Enterprise,Jordan,Erbil,2023-02-19
320,Enterprise,Iraq,Kirkuk,2024-01-18
321,Enterprise,UAE,Basra,2025-02-03
322,Education,Turkey,Duhok,2023-05-17
323,Enterprise,UAE,Erbil,2023-03-23
324,Enterprise,Jordan,Baghdad,2024-09-07
325,Enterprise,UAE,Erbil,2025-01-31
326,SMB,Iraq,Erbil,2025-12-10
327,Public Sector,Iraq,Sulaymaniyah,2023-10-08
328,Public Sector,Jordan,Duhok,2024-03-13
329,Enterprise,UAE,Duhok,2025-09-07
330,Enterprise,Iraq,Baghdad,2025-03-05
331,Education,Iraq,Baghdad,2023-09-18
332,Education,Jordan,Erbil,2025-09-05
333,Education,Iraq,Kirkuk,2023-12-04
334,Enterprise,UAE,Basra,2025-01-10
335,Enterprise,Turkey,Duhok,2023-05-03
336,Retail,Iraq,Sulaymaniyah,2025-03-19
337,SMB,Jordan,Basra,2025-02-04
338,Retail,UAE,Kirkuk,2024-04-05
339,Enterprise,UAE,Kirkuk,2025-11-09
340,Retail,Jordan,Baghdad,2025-12-03
341,Public Sector,UAE,Erbil,2025-06-05
342,Education,Iraq,Duhok,2023-05-16
343,Education,Iraq,Basra,2023-10-26
344,SMB,Turkey,Sulaymaniyah,2025-03-16
345,Public Sector,UAE,Basra,2024-11-30
346,Public Sector,Turkey,Sulaymaniyah,2025-08-20
347,Education,UAE,Duhok,2023-10-09
348,Retail,Turkey,Erbil,2025-09-29
349,Public Sector,Iraq,Sulaymaniyah,2024-07-03
350,Public Sector,Turkey,Kirkuk,2025-11-17
351,Enterprise,Turkey,Sulaymaniyah,2024-05-05
352,Education,Jordan,Sulaymaniyah,2024-09-19
353,Enterprise,Turkey,Kirkuk,2025-04-22
354,Public Sector,Turkey,Kirkuk,2025-05-18
355,Enterprise,Jordan,Basra,2024-08-27
356,Enterprise,Turkey,Basra,2024-10-19
357,Enterprise,UAE,Kirkuk,2025-12-01
358,Enterprise,Iraq,Basra,2024-08-19
359,Enterprise,Jordan,Kirkuk,2024-11-21
360,Enterprise,UAE,Sulaymaniyah,2024-05-18
361,Retail,UAE,Basra,2024-07-08
362,Education,UAE,Kirkuk,2024-11-30
363,Enterprise,Turkey,Kirkuk,2023-05-28
364,Public Sector,Iraq,Duhok,2025-03-16
365,SMB,Iraq,Baghdad,2024-06-05
366,Retail,UAE,Kirkuk,2024-07-21
367,Education,UAE,Baghdad,2024-06-28
368,SMB,UAE,Basra,2025-09-29
369,Education,Iraq,Duhok,2025-06-14
370,Retail,Turkey,Erbil,2023-10-14
371,Enterprise,Iraq,Sulaymaniyah,2023-04-22
372,SMB,Iraq,Sulaymaniyah,2023-08-09
373,Education,Turkey,Baghdad,2023-07-16
374,Retail,Jordan,Erbil,2023-05-03
375,SMB,Iraq,Sulaymaniyah,2024-07-21
376,Public Sector,UAE,Baghdad,2024-04-17
377,Enterprise,Turkey,Kirkuk,2024-12-25
378,Enterprise,Jordan,Erbil,2024-10-10
379,Enterprise,Jordan,Duhok,2024-02-21
380,Education,Iraq,Baghdad,2023-07-06
381,Education,Turkey,Duhok,2023-09-13
382,SMB,Jordan,Duhok,2024-03-28
383,Enterprise,UAE,Kirkuk,2023-12-06
384,Enterprise,Jordan,Sulaymaniyah,2023-08-08
385,SMB,Jordan,Basra,2024-09-23
386,Retail,UAE,Duhok,2024-03-13
387,Enterprise,Iraq,Erbil,2025-04-16
388,Retail,UAE,Baghdad,2025-02-26
389,Education,UAE,Erbil,2024-07-10
390,Enterprise,UAE,Duhok,2025-12-09
391,Public Sector,Turkey,Erbil,2025-10-19
392,Education,UAE,Duhok,2024-02-25
393,Public Sector,Jordan,Basra,2023-06-08
394,Education,UAE,Baghdad,2025-04-07
395,Enterprise,Jordan,Sulaymaniyah,2024-12-24
396,Retail,Turkey,Baghdad,2024-08-18
397,Enterprise,UAE,Kirkuk,2025-08-19
398,SMB,Jordan,Basra,2023-05-13
399,Retail,Iraq,Duhok,2024-12-07
400,Public Sector,UAE,Erbil,2025-10-02
401,Retail,UAE,Duhok,2023-07-03
402,Retail,Turkey,Sulaymaniyah,2024-04-13
403,Public Sector,Turkey,Sulaymaniyah,2025-09-07
404,Enterprise,Jordan,Baghdad,2025-11-25
405,Education,Jordan,Erbil,2025-02-20
406,Public Sector,Iraq,Baghdad,2023-07-04
407,Enterprise,Iraq,Kirkuk,2023-04-13
408,Public Sector,Iraq,Kirkuk,2024-06-06
409,Retail,Jordan,Sulaymaniyah,2023-10-18
410,Retail,Turkey,Baghdad,2024-04-14
411,Retail,Turkey,Baghdad,2025-12-02
412,SMB,Jordan,Erbil,2023-04-17
413,Education,Jordan,Sulaymaniyah,2025-08-21
414,Retail,Jordan,Baghdad,2023-02-05
415,Enterprise,Iraq,Erbil,2023-07-27
416,Public Sector,Jordan,Kirkuk,2023-09-12
417,Retail,Turkey,Basra,2024-01-02
418,Enterprise,Jordan,Baghdad,2023-01-18
419,Public Sector,Jordan,Sulaymaniyah,2025-11-17
420,SMB,Iraq,Duhok,2023-10-04
421,Enterprise,Iraq,Duhok,2023-11-16
422,Enterprise,Jordan,Kirkuk,2025-01-22
423,Education,Turkey,Duhok,2024-05-18
424,Retail,Jordan,Basra,2023-08-14
425,Enterprise,Jordan,Basra,2023-03-28
426,SMB,UAE,Baghdad,2023-01-02
427,Public Sector,UAE,Kirkuk,2025-09-30
428,Retail,UAE,Kirkuk,2025-08-13
429,Education,Turkey,Kirkuk,2025-04-09
430,Public Sector,UAE,Baghdad,2025-10-27
431,Retail,Jordan,Erbil,2024-02-28
432,SMB,Turkey,Sulaymaniyah,2023-08-25
433,Education,UAE,Duhok,2025-02-08
434,Public Sector,Turkey,Erbil,2024-10-06
435,Retail,Jordan,Erbil,2024-03-17
436,Retail,Jordan,Duhok,2023-10-14
437,Public Sector,UAE,Baghdad,2023-10-19
438,SMB,Jordan,Duhok,2024-06-01
439,Retail,UAE,Duhok,2025-08-10
440,Public Sector,Jordan,Duhok,2023-09-25
441,Retail,Iraq,Baghdad,2023-10-26
442,SMB,Turkey,Sulaymaniyah,2023-04-19
443,Public Sector,UAE,Duhok,2025-06-06
444,SMB,Turkey,Sulaymaniyah,2025-11-15
445,Education,UAE,Erbil,2025-09-08
446,SMB,Turkey,Sulaymaniyah,2024-02-01
447,Public Sector,Jordan,Erbil,2023-07-27
448,Enterprise,Turkey,Erbil,2023-02-20
449,Education,Jordan,Basra,2025-12-03
450,Public Sector,Iraq,Duhok,2025-04-06
451,Public Sector,UAE,Sulaymaniyah,2024-10-30
452,Public Sector,Turkey,Erbil,2025-11-24
453,Education,Iraq,Duhok,2025-09-25
454,Retail,Iraq,Basra,2025-11-02
455,SMB,Jordan,Duhok,2024-11-07
456,Retail,Turkey,Baghdad,2023-10-19
457,Enterprise,Iraq,Kirkuk,2025-02-25
458,Public Sector,UAE,Baghdad,2023-03-27
459,SMB,Turkey,Erbil,2023-09-30
460,Enterprise,UAE,Kirkuk,2024-02-01
461,Retail,Jordan,Duhok,2024-06-06
462,Enterprise,Iraq,Erbil,2023-12-01
463,SMB,Turkey,Basra,2025-09-15
464,SMB,Jordan,Duhok,2023-12-06
465,Retail,Iraq,Erbil,2025-07-30
466,Public Sector,Turkey,Duhok,2024-06-12
467,Education,Turkey,Basra,2024-10-30
468,Education,Jordan,Basra,2025-12-01
469,Public Sector,Jordan,Baghdad,2023-02-15
470,Retail,UAE,Sulaymaniyah,2024-11-03
471,Education,Turkey,Duhok,2025-04-08
472,SMB,Turkey,Sulaymaniyah,2023-08-07
473,Enterprise,Jordan,Baghdad,2024-05-24
474,Retail,Jordan,Erbil,2025-11-01
475,Public Sector,UAE,Basra,2025-03-29
476,Retail,Turkey,Sulaymaniyah,2023-06-16
477,Enterprise,Jordan,Kirkuk,2025-09-12
478,SMB,Turkey,Erbil,2025-06-11
479,Retail,UAE,Baghdad,2025-04-28
480,Retail,Iraq,Sulaymaniyah,2025-01-28
481,SMB,Turkey,Baghdad,2025-09-23
482,Retail,UAE,Kirkuk,2024-03-14
483,Retail,UAE,Baghdad,2024-08-09
484,Enterprise,Jordan,Sulaymaniyah,2023-11-23
485,Education,Turkey,Kirkuk,2025-02-10
486,SMB,Iraq,Erbil,2023-06-18
487,SMB,Jordan,Kirkuk,2025-05-27
488,Retail,Iraq,Basra,2023-11-08
489,SMB,Iraq,Duhok,2023-12-30
490,SMB,Jordan,Sulaymaniyah,2025-01-21
491,Public Sector,Iraq,Erbil,2023-12-05
492,Public Sector,Turkey,Erbil,2023-03-21
493,Education,Iraq,Erbil,2023-01-01
494,Enterprise,Jordan,Duhok,2025-10-01
495,SMB,Turkey,Kirkuk,2024-08-19
496,Education,Iraq,Kirkuk,2024-08-05
497,Enterprise,Iraq,Duhok,2024-06-16
498,Enterprise,Iraq,Duhok,2024-04-03
499,Public Sector,Iraq,Duhok,2024-11-24
500,Enterprise,UAE,Duhok,2025-01-04
501,Education,Turkey,Sulaymaniyah,2025-04-01
502,Retail,Jordan,Sulaymaniyah,2024-10-30
503,Enterprise,Jordan,Duhok,2023-11-01
504,Enterprise,Iraq,Erbil,2023-05-01
505,Education,Iraq,Baghdad,2023-08-09
506,Retail,Jordan,Baghdad,2023-05-31
507,Public Sector,Turkey,Basra,2024-10-17
508,Education,Jordan,Basra,2025-09-13
509,Retail,UAE,Erbil,2024-09-11
510,Enterprise,UAE,Basra,2023-03-11
511,Public Sector,Jordan,Duhok,2024-01-28
512,Public Sector,Iraq,Erbil,2023-03-06
513,Public Sector,UAE,Baghdad,2025-10-16
514,Retail,UAE,Basra,2024-10-24
515,Retail,Jordan,Sulaymaniyah,2025-05-14
516,Public Sector,Jordan,Erbil,2023-12-03
517,Public Sector,UAE,Erbil,2025-09-24
518,Public Sector,Jordan,Erbil,2023-10-15
519,Enterprise,UAE,Sulaymaniyah,2024-02-19
520,Enterprise,UAE,Erbil,2023-01-19
521,Public Sector,Turkey,Kirkuk,2025-02-02
522,Public Sector,Iraq,Erbil,2025-09-15
523,Education,Jordan,Baghdad,2023-10-30
524,Public Sector,Turkey,Kirkuk,2025-03-11
525,Education,Jordan,Duhok,2023-03-22
526,Retail,Turkey,Kirkuk,2025-07-23
527,SMB,Turkey,Sulaymaniyah,2023-02-06
528,Retail,Iraq,Duhok,2025-05-04
529,Retail,Jordan,Sulaymaniyah,2024-04-01
530,Retail,Turkey,Sulaymaniyah,2023-03-21
531,Enterprise,Turkey,Duhok,2024-06-27
532,SMB,Jordan,Erbil,2024-03-30
533,Retail,Jordan,Duhok,2023-01-05
534,Retail,Iraq,Erbil,2024-07-14
535,Education,UAE,Erbil,2025-10-24
536,Public Sector,Iraq,Duhok,2024-03-13
537,Education,Turkey,Erbil,2024-04-25
538,Retail,Turkey,Baghdad,2024-02-15
539,SMB,UAE,Erbil,2024-11-04
540,Enterprise,UAE,Erbil,2023-07-23
541,Enterprise,Turkey,Baghdad,2024-08-21
542,Public Sector,UAE,Baghdad,2025-05-23
543,Enterprise,Jordan,Sulaymaniyah,2023-07-19
544,Public Sector,Turkey,Kirkuk,2023-05-21
545,SMB,Jordan,Erbil,2023-01-07
546,Enterprise,Iraq,Sulaymaniyah,2024-01-02
547,SMB,UAE,Sulaymaniyah,2023-09-06
548,Education,UAE,Kirkuk,2023-09-08
549,Retail,Turkey,Erbil,2024-12-30
550,SMB,Turkey,Baghdad,2025-03-05
551,Enterprise,Turkey,Basra,2023-02-07
552,Education,Iraq,Erbil,2023-11-29
553,Enterprise,Turkey,Baghdad,2025-12-05
554,Education,Jordan,Duhok,2024-12-20
555,SMB,Turkey,Duhok,2025-06-04
556,SMB,UAE,Baghdad,2023-12-10
557,Enterprise,UAE,Kirkuk,2023-05-18
558,Enterprise,UAE,Kirkuk,2025-07-26
559,Retail,Turkey,Basra,2025-01-25
560,Enterprise,Iraq,Erbil,2025-07-16
561,Enterprise,Iraq,Kirkuk,2024-12-28
562,SMB,Turkey,Basra,2024-11-24
563,Retail,Iraq,Sulaymaniyah,2025-08-07
564,SMB,Jordan,Erbil,2025-12-02
565,Education,Iraq,Kirkuk,2023-10-06
566,Retail,UAE,Kirkuk,2024-11-28
567,SMB,Iraq,Basra,2024-10-11
